ASIN,Brand,Price,URL,Title
B0BZCFTT3B,,756.19,https://www.amazon.sg/Seiko-Watch-PRESAGE-Style-Mechanical/dp/B0BZCFTT3B/ref=sr_1_1?dib=eyJ2IjoiMSJ9.Te5JyTmVBEvojmocqnNRug.DOQrBJJy-xWdteP9WSVTlzrwQyVvHLbOWZwW_1To0SQ&dib_tag=se&keywords=SEIKO&m=A1YKPOZG28EHWI&marketplaceID=A19VAU5U5O7RUS&qid=1774184120&refinements=p_36%3A75500-76000&s=merchant-items&sr=1-1#customerReviews,Seiko Watch PRESAGE Style 60's Mechanical Men's
B0BZCFTT3B,,,,
