first_recorded,last_extracted,seller_id,shop_name,review_1m,review_3m,review_12m,review_lifetime,shop_url,hidden,remarks
2025/6/8 12:47,2025/6/8 12:47,A2DKF1L73WUF4Q,Amazon Germany,,,,,https://www.amazon.com/sp?seller=A2DKF1L73WUF4Q,TRUE,
2025/6/8 12:47,2025/6/8 12:47,A1O7BE5MROALVS,Fabgearusa,,,,,https://www.amazon.com/sp?seller=A1O7BE5MROALVS,,
2025/6/8 12:47,2025/6/8 12:47,ATAVJ6PK1GBFC,ChoiceToysUS,,,,,https://www.amazon.com/sp?seller=ATAVJ6PK1GBFC,,
2025/6/8 12:47,2025/6/8 12:47,A3UCHOPS7WHPFF,LOKOK LLC,,,,,https://www.amazon.com/sp?seller=A3UCHOPS7WHPFF,,
2025/6/8 12:47,2025-09-06 08:04:43,A2TNUY53X1IIRM,BGFcorporation,,,,,https://www.amazon.com/sp?seller=A2TNUY53X1IIRM,,FBAセラー
2025/6/8 12:47,2025/6/8 12:47,A19R4ZK6FWZC0A,trend beautiful,,,,,https://www.amazon.com/sp?seller=A19R4ZK6FWZC0A,,
2025/6/8 12:47,2025/6/8 12:47,A1OR6S6NC4DR6N,MONO SMILEN Tokyo,,,,,https://www.amazon.com/sp?seller=A1OR6S6NC4DR6N,,
2025/6/8 12:47,2025/6/8 12:47,A8H3IJYV8Z7PL,ECbase,,,,,https://www.amazon.com/sp?seller=A8H3IJYV8Z7PL,,
2025/6/8 12:47,2025/6/8 12:47,AH4SR5PEILD53,store az,,,,,https://www.amazon.com/sp?seller=AH4SR5PEILD53,,
2025/6/8 12:47,2025/6/8 12:47,A26IR7U0HVZV3T,Relux37,,,,,https://www.amazon.com/sp?seller=A26IR7U0HVZV3T,,
2025/6/8 12:47,2025/6/8 12:47,A21C579I9MM2U0,RBS Logistics,,,,,https://www.amazon.com/sp?seller=A21C579I9MM2U0,,
2025/6/8 12:47,2025-09-06 12:38:21,AQFDJWVWBAE1T,Brian's Toys,,,,,https://www.amazon.com/sp?seller=AQFDJWVWBAE1T,TRUE,海外セラー
2025/6/8 12:47,2025/6/8 12:47,A3GYY9RB4UTX04,31STORE-JP,,,,,https://www.amazon.com/sp?seller=A3GYY9RB4UTX04,,
2025/6/8 12:47,2025/6/8 12:47,A2EQC2PD08BID2,AKToyCollectibles,,,,,https://www.amazon.com/sp?seller=A2EQC2PD08BID2,FALSE,USセラー　フィギュア系
2025/6/8 12:47,2025/6/8 12:47,A1YLD6DK9B7ZV6,Hobby Etc | Authorized ✅,,,,,https://www.amazon.com/sp?seller=A1YLD6DK9B7ZV6,,
2025/6/8 12:47,2025/6/8 12:47,A3SDG3RB4XLS5B,Close By JP,,,,,https://www.amazon.com/sp?seller=A3SDG3RB4XLS5B,,
2025/6/8 12:47,2025/6/8 12:47,A3HXMIPI4MR2R6,Zesletto JAPAN【Please read the store policy】,,,,,https://www.amazon.com/sp?seller=A3HXMIPI4MR2R6,,
2025/6/8 12:47,2025/6/8 12:47,A3QEIKMQEZKJZD,Best toys&games,,,,,https://www.amazon.com/sp?seller=A3QEIKMQEZKJZD,,
2025/6/8 12:47,2025/6/8 12:47,A3F3S375H9P0MV,AltaRail,,,,,https://www.amazon.com/sp?seller=A3F3S375H9P0MV,,
2025/6/8 12:47,2025/6/8 12:47,A2LTNW841ECE33,World naruto Japan shop,,,,,https://www.amazon.com/sp?seller=A2LTNW841ECE33,,
2025/6/8 12:47,2025/6/8 12:47,A21QINWEWAKJ9Y,games_for_sale,,,,,https://www.amazon.com/sp?seller=A21QINWEWAKJ9Y,,
2025/6/8 12:47,2025/6/8 12:47,A2QBF4XUZXBF5T,Akiba HQ,,,,,https://www.amazon.com/sp?seller=A2QBF4XUZXBF5T,,
2025/6/8 12:47,2025/6/8 12:47,A3J2ZZXXV4LDSU,Outlander Toys,,,,,https://www.amazon.com/sp?seller=A3J2ZZXXV4LDSU,,
2025/6/8 12:47,2025-09-16 07:45:15,A2AQNWFGVKEZMX,The Toymix,,,,,https://www.amazon.com/sp?seller=A2AQNWFGVKEZMX,TRUE,海外セラー
2025/6/8 12:47,2025/6/8 12:47,A3HWZQ91TWXYYV,DVDCineShop USA,,,,,https://www.amazon.com/sp?seller=A3HWZQ91TWXYYV,,
2025/6/8 12:47,2025-09-12 14:43:15,A141AYTKOFE42Y,veryloveusa,,,,,https://www.amazon.com/sp?seller=A141AYTKOFE42Y,TRUE,海外セラー
2025/6/8 12:47,2025/6/8 12:47,A35NWYH1GWYKTP,constfreeshop,,,,,https://www.amazon.com/sp?seller=A35NWYH1GWYKTP,,
2025/6/8 12:47,2025-09-06 07:54:15,A2FCK7PB2L97WM,Anime-korzy Japan,,,,,https://www.amazon.com/sp?seller=A2FCK7PB2L97WM,,FBAセラー
2025/6/8 12:47,2025/7/20 14:31,A1CZTGGU4PVH32,Anime 'N Games,,,,,https://www.amazon.com/sp?seller=A1CZTGGU4PVH32,,
2025/6/8 12:47,2025/6/8 12:47,A1V7DF8B30ARTP,Japan E-trade Online,,,,,https://www.amazon.com/sp?seller=A1V7DF8B30ARTP,,
2025/6/8 12:47,2025/6/8 12:47,A38NGRZ8BD2Z5S,JAPAN MEW LLC /Our prices include US custom duties,,,,,https://www.amazon.com/sp?seller=A38NGRZ8BD2Z5S,,
2025/6/8 12:47,2025/6/8 12:47,AAE5186PTQEK9,Japan Culture Service,,,,,https://www.amazon.com/sp?seller=AAE5186PTQEK9,,
2025/6/8 12:47,2025/6/8 12:47,AMJ5IQ7QLYXZX,Leaf-Japan,,,,,https://www.amazon.com/sp?seller=AMJ5IQ7QLYXZX,,
2025/6/8 12:47,2025/6/8 12:47,A19OAFN12HI2H5,Japan Life Market,,,,,https://www.amazon.com/sp?seller=A19OAFN12HI2H5,,
2025/6/8 12:47,2025-09-13 13:58:05,AJF0HB30PBJAV,ToyWiz,,,,,https://www.amazon.com/sp?seller=AJF0HB30PBJAV,TRUE,海外セラー
2025/6/8 12:47,2025/6/8 12:47,A1DJ6MDACRMZ7I,Kawaii-World,,,,,https://www.amazon.com/sp?seller=A1DJ6MDACRMZ7I,,
2025/6/8 12:47,2025/6/8 12:47,A2FDSPNCWKN4A8,Sure Thing Toys,,,,,https://www.amazon.com/sp?seller=A2FDSPNCWKN4A8,,
2025/6/8 12:47,2025-09-13 11:30:46,A3LA4IZ88FFM0U,trippodoshop,,,,,https://www.amazon.com/sp?seller=A3LA4IZ88FFM0U,TRUE,海外セラー
2025/6/8 12:47,2025/6/8 12:47,ATGN7977J1Z0W,Fabulous Japan,,,,,https://www.amazon.com/sp?seller=ATGN7977J1Z0W,,
2025/6/8 12:47,2025-09-16 07:54:36,A167OTK1U2Y6M5,Tina Art Inc,,,,,https://www.amazon.com/sp?seller=A167OTK1U2Y6M5,TRUE,海外セラー
2025/6/8 12:47,2025/6/8 12:47,A2UI86II4F5YRG,Lia's Picks,,,,,https://www.amazon.com/sp?seller=A2UI86II4F5YRG,,
2025/6/8 12:47,2025/6/8 12:47,ASJYOOTY48U8O,Sakura Express,,,,,https://www.amazon.com/sp?seller=ASJYOOTY48U8O,,
2025/6/8 12:47,2025-09-12 10:02:40,A24GENDIDV9018,Yachew LTD UK,,,,,https://www.amazon.com/sp?seller=A24GENDIDV9018,TRUE,海外セラー
