Datetime (JST),Seller ID,Brand,Price Range,Pages,Platform,Mode,Output Path
2025/06/02 17:52:24,ASOUBI77KWLWI,Nintendo,70-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
2025/06/02 17:52:41,ASOUBI77KWLWI,Nintendo,70-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
2025/06/02 17:54:30,ASOUBI77KWLWI,Nintendo,70-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
2025/06/02 17:56:40,ASOUBI77KWLWI,Nintendo,70-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
2025/06/02 18:03:11,ASOUBI77KWLWI,Nintendo,70-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
2025/06/02 18:08:21,ASOUBI77KWLWI,Nintendo,70-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
2025/06/02 18:22:56,ASOUBI77KWLWI,Nintendo,70-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
2025/06/02 18:26:26,ASOUBI77KWLWI,Nintendo,70-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
2025/06/02 18:27:03,ASOUBI77KWLWI,Nintendo,70-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
2025/06/02 18:28:45,ASOUBI77KWLWI,Nintendo,70-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
2025/06/02 18:39:44,ASOUBI77KWLWI,Nintendo,70-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
2025/06/02 18:42:33,A2RF55BRGUE5ZY,Nintendo,70-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
2025/06/02 18:45:19,A2RF55BRGUE5ZY,Nintendo,70-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
2025/06/02 18:47:13,A2RF55BRGUE5ZY,Nintendo,70-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
2025/06/02 18:47:42,A36MBKPPG3W1JZ,Nintendo,70-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
2025/06/02 18:50:05,A36MBKPPG3W1JZ,Nintendo,70-800,2,simple,au,D:/Dropbox/Amazon_analysis_project/data
