first_recorded,last_extracted,seller_id,shop_name,review_1m,review_3m,review_12m,review_lifetime,shop_url,hidden,remarks
2025/9/10 16:29,2025/9/10 16:29,A19ZDT2DJV3TYV,NEW SHIRE LLC,,,,,https://www.amazon.sg/sp?seller=A19ZDT2DJV3TYV,,
2025/9/10 16:29,2025/9/10 16:29,A13E4K6A1URJND,KF STOREs,,,,,https://www.amazon.sg/sp?seller=A13E4K6A1URJND,,
2025/9/10 16:29,2025/9/10 16:29,ARVKKKI9ZJX5T,GoodluckSG,,,,,https://www.amazon.sg/sp?seller=ARVKKKI9ZJX5T,,
2025/9/10 16:29,2025/9/10 16:29,A1WW89QBBQI88V,V A L O R E A,,,,,https://www.amazon.sg/sp?seller=A1WW89QBBQI88V,,
2025/9/10 16:29,2025/9/10 16:29,AZCSCUU7XHR2N,sevallingo,,,,,https://www.amazon.sg/sp?seller=AZCSCUU7XHR2N,,
2025/9/10 16:29,2025/9/10 16:29,A1ML2WE73CZ7BA,Hobby Bounties,,,,,https://www.amazon.sg/sp?seller=A1ML2WE73CZ7BA,,
2025/9/10 16:29,2025/9/10 16:29,A1KT2LTXY3603X,OLALOOK LLC,,,,,https://www.amazon.sg/sp?seller=A1KT2LTXY3603X,,
2025/9/10 16:29,2025/9/10 16:29,A390QXJCX38II6,QUEENSPREE,,,,,https://www.amazon.sg/sp?seller=A390QXJCX38II6,,
2025/9/10 16:29,2025/9/10 16:29,A3KUY7EFVMA5XZ,MEGAMARKETPLUS,,,,,https://www.amazon.sg/sp?seller=A3KUY7EFVMA5XZ,,
2025/9/10 16:29,2025/9/10 16:29,A2TFH0EEDD954Q,HobbyShoppalpal,,,,,https://www.amazon.sg/sp?seller=A2TFH0EEDD954Q,,
2025/9/10 16:29,2025/9/10 16:29,A1NKXDIS52DLI8,LUXORA BOOST 888,,,,,https://www.amazon.sg/sp?seller=A1NKXDIS52DLI8,,
2025/9/10 16:29,2025/9/10 16:29,A2R0RKSPAW0BQP,iMusicians,,,,,https://www.amazon.sg/sp?seller=A2R0RKSPAW0BQP,,
