Datetime (JST),Seller ID,Brand,Price Range,Pages,Platform,Mode,Output Path
2025/05/29 15:14:35,ALUPG6M2897Y,Nintendo,70-800,2,simple,us,D:/Dropbox/Amazon_analysis_project/data
2025/05/29 15:40:38,ALUPG6M2897Y,Nintendo,70-800,2,simple,us,D:/Dropbox/Amazon_analysis_project/data
2025/05/29 15:42:30,ALUPG6M2897Y,Nintendo,70-800,3,simple,us,D:/Dropbox/Amazon_analysis_project/data
2025/05/29 15:50:15,ALUPG6M2897Y,Nintendo,70-800,3,simple,us,D:/Dropbox/Amazon_analysis_project/data
2025/05/29 15:51:04,ALUPG6M2897Y,Nintendo,70-800,3,simple,us,D:/Dropbox/Amazon_analysis_project/data
2025/05/29 15:59:32,ALUPG6M2897Y,Nintendo,70-800,2,simple,us,D:/Dropbox/Amazon_analysis_project/data
2025/05/29 16:00:24,ALUPG6M2897Y,Nintendo,70-800,2,simple,us,D:/Dropbox/Amazon_analysis_project/data
2025/05/29 16:01:30,ALUPG6M2897Y,Nintendo,70-800,2,simple,us,D:/Dropbox/Amazon_analysis_project/data
2025/05/29 16:02:38,ALUPG6M2897Y,Nintendo,70-800,2,simple,us,D:/Dropbox/Amazon_analysis_project/data
2025/05/30 11:52:30,ALUPG6M2897Y,Nintendo,70-800,5,simple,us,D:/Dropbox/Amazon_analysis_project/data
2025/05/30 18:24:45,ALUPG6M2897Y,Nintendo,70-800,5,simple,us,D:/Dropbox/Amazon_analysis_project/data
2025/05/31 09:52:34,ALUPG6M2897Y,Nintendo,70-800,5,simple,us,D:/Dropbox/Amazon_analysis_project/data
2025/05/31 09:53:17,ALUPG6M2897Y,Nintendo,70-800,5,simple,us,D:/Dropbox/Amazon_analysis_project/data
2025/05/31 10:12:19,ALUPG6M2897Y,Nintendo,70-800,3,simple,us,D:/Dropbox/Amazon_analysis_project/data
2025/06/01 07:18:03,A3HVSGCOSQIFDN,,70-800,20,simple,us,D:/Dropbox/Amazon_analysis_project/data
2025/06/01 07:20:22,A3HVSGCOSQIFDN,,70-800,1,simple,us,D:/Dropbox/Amazon_analysis_project/data
2025/06/02 08:58:18,ALUPG6M2897Y,Nintendo,70-800,2,simple,us,D:/Dropbox/Amazon_analysis_project/data
2025/06/02 10:15:40,ALUPG6M2897Y,Nintendo,70-800,2,simple,us,D:/Dropbox/Amazon_analysis_project/data
2025/06/02 10:16:50,ALUPG6M2897Y,Nintendo,70-800,2,simple,us,D:/Dropbox/Amazon_analysis_project/data
2025/06/02 14:57:12,ALUPG6M2897Y,Nintendo,70-800,2,simple,us,D:/Dropbox/Amazon_analysis_project/data
2025/06/02 14:59:37,ALUPG6M2897Y,Nintendo,70-800,2,simple,us,D:/Dropbox/Amazon_analysis_project/data
2025/06/02 15:06:58,ALUPG6M2897Y,Nintendo,70-800,2,simple,us,D:/Dropbox/Amazon_analysis_project/data
2025/06/02 15:08:28,ALUPG6M2897Y,Nintendo,70-800,2,simple,us,D:/Dropbox/Amazon_analysis_project/data
2025/06/02 15:09:09,ALUPG6M2897Y,Nintendo,70-800,2,simple,us,D:/Dropbox/Amazon_analysis_project/data
2025/06/02 15:09:42,ALUPG6M2897Y,Nintendo,70-800,2,simple,us,D:/Dropbox/Amazon_analysis_project/data
2025/06/02 15:50:18,ALUPG6M2897Y,Nintendo,70-800,2,simple,us,D:/Dropbox/Amazon_analysis_project/data
2025/06/02 15:51:03,ALUPG6M2897Y,Nintendo,70-800,2,simple,us,D:/Dropbox/Amazon_analysis_project/data
2025/06/02 16:11:17,A34W9GXSVF1UG1,Nintendo,70-800,2,simple,us,D:/Dropbox/Amazon_analysis_project/data
2025/06/02 16:12:59,A34W9GXSVF1UG1,Nintendo,70-800,2,simple,us,D:/Dropbox/Amazon_analysis_project/data
2025/06/08 14:08:07,ALUPG6M2897Y,Nintendo,70-800,2,simple,us,D:/Dropbox/Amazon_analysis_project/data
2025/06/08 14:28:11,ALUPG6M2897Y,Nintendo,70-800,2,simple,us,D:/Dropbox/Amazon_analysis_project/data
2025/06/08 14:28:38,ALUPG6M2897Y,Nintendo,70-800,2,simple,us,D:/Dropbox/Amazon_analysis_project/data
2025/06/09 09:00:35,ALUPG6M2897Y,Ninteno,70-150,2,simple,us,D:\Dropbox\Amazon_analysis_project\data
2025/06/09 09:11:20,ALUPG6M2897Y,Ninteno,70-150,2,simple,us,D:\Dropbox\Amazon_analysis_project\data
2025/06/09 09:12:53,ALUPG6M2897Y,Ninteno,70-150,2,simple,us,D:\Dropbox\Amazon_analysis_project\data
2025/06/09 09:15:51,ALUPG6M2897Y,Ninteno,70-150,2,simple,us,D:\Dropbox\Amazon_analysis_project\data
2025/06/09 10:27:55,ALUPG6M2897Y,Ninteno,70-150,2,simple,us,D:\Dropbox\Amazon_analysis_project\data
2025/06/09 13:22:43,ALUPG6M2897Y,Ninteno,70-150,2,simple,us,D:\Dropbox\Amazon_analysis_project\data
2025/06/09 13:23:14,ALUPG6M2897Y,Ninteno,70-150,2,simple,us,D:\Dropbox\Amazon_analysis_project\data
2025/06/09 13:26:44,ALUPG6M2897Y,Ninteno,70-150,2,simple,us,D:\Dropbox\Amazon_analysis_project\data
2025/06/09 13:29:01,ALUPG6M2897Y,Ninteno,70-150,2,simple,us,D:\Dropbox\Amazon_analysis_project\data
2025/06/09 14:46:41,ALUPG6M2897Y,Ninteno,70-150,2,simple,us,D:\Dropbox\Amazon_analysis_project\data
2025/06/09 16:26:56,ALUPG6M2897Y,Nintendo,10-200,2,simple,us,D:\Dropbox\Amazon_analysis_project\data
2025/06/09 16:27:27,ALUPG6M2897Y,,10-200,2,simple,us,D:\Dropbox\Amazon_analysis_project\data
2025/06/21 14:21:38,A2ZRBTY40RX9AR,,100-200,2,simple,us,D:\Dropbox\Amazon_analysis_project\data
2025/06/25 09:32:52,A3GYY9RB4UTX04,,20-100,5,simple,us,D:\Dropbox\Amazon_analysis_project\data
2025/06/25 09:33:30,A3GYY9RB4UTX04,,20-200,5,simple,us,D:\Dropbox\Amazon_analysis_project\data
